#"+ Scan (rt: 4.163-4.411 min, 16 scans) MDM2C F86.d  Deconvoluted (Isotope Width=1.0)"
#Point,X(Daltons),Y(Counts)
581,2290.50,0.433470994234085
582,2291.00,0.614931762218475
583,2291.50,0.813062846660614
584,2292.00,0.664301037788391
585,2292.50,0.425826191902161
586,2293.00,0.320635825395584
587,2293.50,0.348150819540024
588,2294.00,0.43759348988533
589,2294.50,0.471384763717651
590,2295.00,0.334832191467285
591,2295.50,0.167341724038124
592,2296.00,0.0976590216159821
593,2296.50,0.0837611481547356
594,2297.00,0.0738448798656464
595,2297.50,0.0485544018447399
596,2298.00,0.0343315862119198
597,2298.50,0.0378365702927113
598,2299.00,0.0459252968430519
599,2299.50,0.039418563246727
600,2300.00,0.0406320430338383
601,2300.50,0.098965659737587
602,2301.00,0.261020988225937
603,2301.50,0.297542870044708
604,2302.00,0.189210519194603
605,2302.50,0.118827700614929
606,2303.00,0.125038385391235
607,2303.50,0.249378979206085
608,2304.00,0.462832450866699
609,2304.50,0.540922880172729
610,2305.00,0.398023515939713
611,2305.50,0.263709872961044
612,2306.00,0.189139679074287
613,2306.50,0.0852129310369492
614,2307.00,0.0378429852426052
615,2307.50,0.0371966622769833
616,2308.00,0.0583667680621147
617,2308.50,0.0816742852330208
618,2309.00,0.112808048725128
619,2309.50,0.232249334454536
620,2310.00,0.37551686167717
621,2310.50,0.315174221992493
622,2311.00,0.238086178898811
623,2311.50,0.210045039653778
624,2312.00,0.159958854317665
625,2312.50,0.113264940679073
626,2313.00,0.130690187215805
627,2313.50,0.26363006234169
628,2314.00,0.536565005779266
629,2314.50,0.939967095851898
630,2315.00,2.44885492324829
631,2315.50,10.387357711792
632,2316.00,28.3658828735352
633,2316.50,25.8099460601807
634,2317.00,13.7651853561401
635,2317.50,7.84847974777222
636,2318.00,3.94370245933533
637,2318.50,2.47518372535706
638,2319.00,2.24978637695313
639,2319.50,1.70901095867157
640,2320.00,1.39806842803955
641,2320.50,1.63267350196838
642,2321.00,1.44938039779663
643,2321.50,0.569765508174896
644,2322.00,0.164611652493477
645,2322.50,0.091651551425457
646,2323.00,0.0990396067500114
647,2323.50,0.152726605534554
648,2324.00,0.257691293954849
649,2324.50,0.341056674718857
650,2325.00,0.366855263710022
651,2325.50,0.335181176662445
652,2326.00,0.286522805690765
653,2326.50,0.274748593568802
654,2327.00,0.304206371307373
655,2327.50,0.363920390605927
656,2328.00,0.374768942594528
657,2328.50,0.343617051839828
658,2329.00,0.449904829263687
659,2329.50,0.788107335567474
660,2330.00,0.821651339530945
661,2330.50,0.533393323421478
662,2331.00,0.462339818477631
663,2331.50,0.489099532365799
664,2332.00,0.380538165569305
665,2332.50,0.274135828018188
666,2333.00,0.226349949836731
667,2333.50,0.214786693453789
668,2334.00,0.209879815578461
669,2334.50,0.287387937307358
670,2335.00,0.608177423477173
671,2335.50,0.879982709884644
672,2336.00,0.805454552173615
673,2336.50,0.721153676509857
674,2337.00,0.63776296377182
675,2337.50,0.479223966598511
676,2338.00,0.366344034671783
677,2338.50,0.396719396114349
678,2339.00,0.64241623878479
679,2339.50,1.19219386577606
680,2340.00,2.0947277545929
681,2340.50,2.82650566101074
682,2341.00,2.25152206420898
683,2341.50,1.52003753185272
684,2342.00,1.62467873096466
685,2342.50,3.1061646938324
686,2343.00,7.58887338638306
